69,126,1,422
69,134,1,423
69,174,0.66667,424
69,200,1,425
70,84,1,426
70,163,1,427
71,92,0.5,428
71,94,0.75,429
71,102,0.75,430
71,108,0.75,431
71,120,0.75,432
71,174,0.41667,433
71,199,0.41667,434
72,98,0.58333,435
72,120,1,436
72,151,0.33333,437
72,162,0.66667,438
72,199,0.83333,439
73,88,0.66667,440
73,105,0.58333,441
73,128,0.66667,442
73,132,0.41667,443
73,177,0.66667,444
74,107,1,445
74,125,0.75,446
74,129,1,447
74,191,1,448
75,144,1,449
75,155,1,450
76,136,1,451
76,166,1,452
76,176,1,453
77,89,0.75,454
77,113,0.5,455
77,130,0.75,456
77,138,1,457
77,167,1,458
77,168,0.75,459
77,179,0.5,460
77,184,1,461
77,192,0.75,462
78,82,0.625,463
78,135,1,464
78,137,1,465
78,151,0.66667,466
78,199,0.66667,467
79,101,1,468
79,107,1,469
79,131,1,470
79,140,1,471
80,125,0.75,472
80,190,1,473
80,194,1,474
81,134,1,475
81,181,1,476
81,196,1,477
81,200,1,478
82,96,0.625,479
82,98,0.375,480
82,128,0.625,481
82,135,0.625,482
82,137,0.625,483
82,149,0.625,484
82,164,0.375,485
82,183,0.375,486
82,187,0.375,487
82,195,0.625,488
83,84,1,489
83,90,1,490
83,152,1,491
83,158,1,492
83,189,0.75,493
84,90,1,494
84,163,1,495
85,122,1,496
85,172,1,497
85,185,1,498
86,94,1,499
86,128,1,500
87,114,1,501
87,127,1,502
87,167,0.75,503
87,186,1,504
88,143,1,505
88,165,0.75,506
88,177,0.75,507
88,190,1,508
89,130,1,509
89,159,1,510
89,164,0.75,511
89,167,0.75,512
90,110,1,513
90,152,1,514
91,150,1,515
91,178,1,516
91,188,1,517
92,108,0.75,518
92,126,0.75,519
92,174,0.83333,520
92,186,0.75,521
93,100,1,522
93,175,1,523
94,174,0.66667,524
94,199,0.66667,525
95,131,1,526
95,140,1,527
95,159,1,528
96,98,0.75,529
96,183,0.75,530
96,195,1,531
97,119,1,532
97,133,1,533
97,145,1,534
98,105,0.5,535
98,120,0.5,536
98,147,0.5,537
98,151,0.41667,538
98,183,0.5,539
99,136,1,540
100,145,1,541
100,171,1,542
100,175,1,543
100,182,1,544
101,107,1,545
101,129,1,546
101,153,1,547
101,163,1,548
102,108,1,549
102,140,1,550
102,187,0.75,551
103,189,0.75,552
104,112,0.75,553
104,141,1,554
104,169,1,555
104,199,0.66667,556
105,125,0.5,557
105,132,1,558
105,147,0.5,559
105,156,0.75,560
106,125,0.5,561
106,134,0.75,562
106,142,0.75,563
106,148,0.75,564
106,177,0.5,565
106,190,0.75,566
106,191,0.75,567
107,129,1,568
107,172,1,569
108,150,1,570
109,139,1,571
109,158,1,572
109,165,0.75,573
110,152,1,574
110,157,1,575
111,137,1,576
111,199,0.66667,577
112,118,0.75,578
112,151,0.83333,579
112,154,0.75,580
112,169,0.75,581
112,199,0.41667,582
113,184,0.5,583
113,192,0.75,584
114,161,1,585
114,186,1,586
115,117,0.75,587
115,180,0.75,588
115,198,0.75,589
116,121,1,590
116,123,1,591
116,144,1,592
116,154,1,593
116,182,1,594
117,198,1,595
118,151,0.66667,596
118,183,0.75,597
119,197,1,598
120,147,0.5,599
120,162,0.75,600
120,199,0.58333,601
121,144,1,602
121,183,0.75,603
122,137,1,604
122,164,0.75,605
122,185,1,606
123,133,1,607
123,144,1,608
123,197,1,609
124,146,1,610
124,178,1,611
124,187,0.75,612
125,132,0.5,613
125,156,0.75,614
125,190,0.75,615
125,191,0.75,616
125,194,0.75,617
126,127,1,618
126,174,0.66667,619
126,200,1,620
127,186,1,621
127,200,1,622
129,153,1,623
129,157,1,624
129,194,1,625
130,184,0.75,626
131,140,1,627
132,143,0.75,628
132,171,0.75,629
132,175,0.75,630
132,182,0.75,631
132,189,0.5,632
134,148,1,633
134,196,1,634
135,151,0.66667,635
135,187,0.75,636
137,164,0.75,637
138,146,0.75,638
138,167,0.5,639
138,168,0.75,640
138,192,0.75,641
139,165,0.75,642
141,169,1,643
141,173,1,644
141,180,1,645
142,147,0.75,646
142,170,1,647
142,191,1,648
143,165,0.75,649
144,197,1,650
145,171,1,651
146,167,0.75,652
146,178,1,653
146,192,1,654
147,191,0.75,655
148,161,1,656
148,174,0.66667,657
149,164,0.75,658
149,170,1,659
149,185,1,660
149,187,0.75,661
151,154,0.66667,662
151,169,0.66667,663
151,183,0.41667,664
151,199,0.33333,665
152,189,0.75,666
153,157,1,667
153,163,1,668
154,183,0.75,669
157,194,1,670
158,165,0.75,671
159,193,1,672
161,186,1,673
162,199,0.66667,674
164,167,0.5,675
164,185,0.75,676
164,187,0.5,677
165,190,0.75,678
165,194,0.75,679
166,176,1,680
166,179,0.75,681
166,184,0.75,682
167,168,0.75,683
168,181,1,684
170,177,0.75,685
172,185,1,686
173,180,1,687
174,188,0.66667,688
175,182,1,689
176,179,0.75,690
176,184,0.75,691
177,190,0.75,692
178,188,1,693
179,184,0.75,694
180,198,1,695
181,196,1,696
181,200,1,697
183,195,0.75,698
184,192,0.75,699
190,194,1,700
