1,4,0.72917,1
1,9,0.20833,2
1,14,0.20833,3
1,18,0.625,4
1,19,0.20833,5
1,22,0.4697,6
1,25,0.16667,7
1,26,0.55,8
1,27,0.33333,9
2,3,0.90909,10
2,5,0.55556,11
2,10,0.61111,12
2,11,0.88889,13
2,12,0.30556,14
2,16,0.5,15
2,17,0.11111,16
2,19,0.54167,17
2,20,0.67778,18
2,24,0.77778,19
2,27,0.22222,20
2,28,0.88889,21
3,7,0.31818,22
3,14,0.43182,23
3,17,0.56061,24
3,19,0.51136,25
3,20,0.29091,26
3,21,0.51299,27
3,24,0.72727,28
3,26,0.81818,29
3,27,0.77273,30
3,28,0.64773,31
4,7,0.43182,32
4,9,0.1875,33
4,14,0.3125,34
4,15,0.75,35
4,18,0.6875,36
4,22,0.58523,37
4,26,0.8125,38
4,29,0.8125,39
5,11,0.625,40
5,12,0.75,41
5,16,0.66667,42
5,28,0.625,43
6,10,0.58333,44
6,23,0.66667,45
6,30,0.66667,46
7,9,0.38636,47
7,13,0.70707,48
7,14,0.55682,49
7,15,0.75568,50
7,17,0.75253,51
7,22,0.5,52
7,25,0.52273,53
7,26,0.43636,54
8,23,1,55
8,30,1,56
9,15,0.6875,57
9,18,0.75,58
9,22,0.81818,59
9,25,0.79167,60
9,29,0.625,61
10,11,0.75,62
10,17,0.30556,63
10,19,0.75,64
10,20,0.8,65
10,23,0.75,66
10,30,0.75,67
11,12,0.5,68
11,16,0.41667,69
11,20,0.675,70
11,24,0.45,71
11,28,0.625,72
12,16,1,73
12,28,0.375,74
13,14,0.23611,75
13,15,0.88194,76
13,17,0.83333,77
13,21,0.81746,78
13,25,0.41667,79
13,26,0.88889,80
14,15,0.1875,81
14,17,0.18056,82
14,19,0.25,83
14,21,0.26786,84
14,22,0.43182,85
14,25,0.54167,86
14,26,0.225,87
14,27,0.29167,88
14,28,0.25,89
15,22,0.21591,90
15,25,0.5,91
15,26,0.875,92
15,29,0.8125,93
16,28,0.875,94
17,19,0.54167,95
17,20,0.36667,96
17,21,0.61905,97
17,24,0.52222,98
17,25,0.41667,99
17,26,0.52222,100
17,30,0.55556,101
18,22,0.34091,102
18,29,0.75,103
19,20,0.9,104
19,23,0.625,105
19,25,0.70833,106
19,26,0.225,107
19,27,0.29167,108
19,30,0.625,109
20,21,0.68571,110
20,24,0.8,111
20,25,0.18333,112
21,24,0.68571,113
21,25,0.15476,114
21,26,0.58571,115
22,25,0.51515,116
22,29,0.17045,117
23,30,1,118
24,26,0.2,119
26,27,0.9,120
27,28,0.875,121
