1,3,0.14444,1
1,5,0.23611,2
1,7,0.09127,3
1,9,0.88194,4
1,10,0.65556,5
1,11,0.83333,6
1,13,0.47778,7
1,19,0.18056,8
2,8,0.66087,9
2,12,0.31667,10
2,14,0.14545,11
2,15,0.90833,12
2,18,0.85714,13
3,4,0.50614,14
3,7,0.4,15
3,9,0.20833,16
3,10,0.66667,17
3,11,0.44167,18
3,13,0.66667,19
3,16,0.52436,20
3,17,0.42857,21
3,19,0.425,22
3,20,0.4619,23
4,5,0.34539,24
4,6,0.1193,25
4,7,0.06203,26
4,8,0.71625,27
4,10,0.52982,28
4,12,0.66316,29
4,13,0.059649,30
4,14,0.63756,31
4,16,0.12955,32
4,17,0.62281,33
4,20,0.48947,34
5,8,0.33696,35
5,10,0.67083,36
5,12,0.095833,37
5,20,0.43214,38
6,7,0.61667,39
6,12,0.066667,40
6,14,0.63939,41
6,15,0.45,42
6,16,0.071795,43
6,17,0.78095,44
6,18,0.51429,45
6,20,0.27619,46
7,10,0.24048,47
7,13,0.62143,48
7,15,0.27381,49
7,16,0.89011,50
7,17,0.75,51
7,20,0.41429,52
8,10,0.19855,53
8,12,0.68261,54
8,14,0.57609,55
8,15,0.7192,56
8,18,0.45963,57
8,20,0.61242,58
9,10,0.095833,59
9,11,0.75,60
9,13,0.22083,61
9,16,0.10096,62
9,19,0.1875,63
10,11,0.66667,64
10,13,0.76667,65
10,15,0.075,66
10,19,0.31667,67
10,20,0.69524,68
11,13,0.15833,69
11,19,0.375,70
11,20,0.15357,71
12,14,0.58333,72
12,17,0.057143,73
12,18,0.79048,74
13,16,0.61795,75
13,20,0.14286,76
14,15,0.5,77
14,17,0.69805,78
14,18,0.76948,79
14,19,0.31818,80
14,20,0.44416,81
15,17,0.13095,82
15,18,0.54167,83
15,19,0.16667,84
15,20,0.49048,85
16,17,0.60806,86
16,19,0.16346,87
17,19,0.29762,88
17,20,0.20476,89
19,20,0.44643,90
