1,10,0.5,1
1,14,0.66667,2
1,18,0.8,3
1,23,0.75,4
1,31,0.33333,5
1,32,0.75,6
2,9,0.375,7
2,13,0.58929,8
2,15,0.45,9
2,16,0.225,10
2,20,0.5625,11
2,25,0.625,12
2,26,0.53571,13
2,27,0.5,14
2,28,0.625,15
2,30,1,16
3,6,0.23611,17
3,7,0.1625,18
3,9,0.3125,19
3,14,0.64583,20
3,15,0.4875,21
3,19,0.65,22
3,20,0.625,23
3,22,0.65,24
3,29,0.59821,25
3,31,0.29167,26
3,33,0.5,27
3,34,0.5,28
4,8,0.75,29
4,15,0.6,30
4,21,1,31
4,24,1,32
4,25,0.625,33
4,31,0.58333,34
5,7,0.8,35
5,8,0.5,36
5,10,0.75,37
5,15,0.45,38
5,22,0.35,39
5,24,0.75,40
5,25,0.75,41
5,31,0.75,42
6,9,0.41667,43
6,12,0.78889,44
6,16,0.67778,45
6,20,0.40972,46
6,26,0.77778,47
6,27,0.83333,48
6,28,0.62778,49
6,29,0.63492,50
6,34,0.65278,51
7,10,0.675,52
7,13,0.34286,53
7,14,0.18333,54
7,15,0.6,55
7,19,0.6,56
7,22,0.6,57
7,25,0.225,58
7,31,0.26667,59
7,33,0.18333,60
7,34,0.325,61
8,21,0.75,62
8,24,0.75,63
8,31,0.33333,64
9,16,0.55,65
9,19,0.35,66
9,20,0.75,67
9,25,0.375,68
9,26,0.32143,69
9,28,0.8,70
9,29,0.46429,71
9,33,0.83333,72
9,34,0.375,73
10,14,1,74
10,18,0.225,75
10,22,0.45,76
10,23,0.5,77
10,24,0.625,78
10,31,0.70833,79
10,32,0.625,80
11,14,0.75,81
11,18,0.45,82
11,29,0.64286,83
11,32,0.75,84
11,33,0.33333,85
12,16,0.8,86
12,27,0.81667,87
12,28,0.4,88
12,30,0.6,89
13,15,0.51429,90
13,19,0.58571,91
13,20,0.74107,92
13,26,0.92857,93
13,34,0.66964,94
14,18,0.73333,95
14,22,0.73333,96
14,23,0.33333,97
14,24,0.58333,98
14,25,0.20833,99
14,29,0.63095,100
14,31,0.5,101
14,32,0.58333,102
14,33,0.66667,103
15,19,0.2,104
15,20,0.65,105
15,22,0.4,106
15,25,0.675,107
15,31,0.81667,108
15,34,0.1625,109
16,25,0.225,110
16,28,0.5,111
16,29,0.41429,112
16,30,0.4,113
17,21,1,114
18,23,0.35,115
18,31,0.18333,116
18,32,0.6,117
18,33,0.46667,118
19,20,0.425,119
19,22,0.8,120
19,26,0.17143,121
19,33,0.18333,122
19,34,0.75,123
20,25,0.375,124
20,26,0.74107,125
20,28,0.4875,126
20,29,0.13393,127
20,33,0.29167,128
20,34,0.625,129
21,24,1,130
22,31,0.55,131
22,33,0.18333,132
22,34,0.1625,133
23,32,0.75,134
24,25,0.625,135
25,29,0.46429,136
25,31,0.20833,137
25,33,0.41667,138
25,34,0.1875,139
26,27,1,140
26,28,0.24286,141
26,34,0.66964,142
27,28,0.26667,143
27,30,0.55,144
28,30,0.6,145
28,34,0.1125,146
29,33,0.39286,147
29,34,0.53571,148
31,33,0.33333,149
33,34,0.58333,150
