1,2,0.74902,1
1,3,0.096078,2
1,4,0.55882,3
1,5,0.77353,4
1,6,0.037433,5
1,7,0.12941,6
1,8,0.52124,7
1,9,0.59389,8
1,10,0.50654,9
1,11,0.72059,10
2,4,0.62222,11
2,5,0.5,12
2,6,0.71818,13
2,7,0.13333,14
2,9,0.81667,15
2,11,0.61569,16
3,5,0.925,17
3,8,0.77778,18
3,11,0.75294,19
4,5,0.26389,20
4,6,0.64141,21
4,7,0.77778,22
4,9,0.45299,23
4,10,0.69444,24
5,8,0.53333,25
5,10,0.26667,26
5,11,0.70294,27
6,7,0.45909,28
6,9,0.71853,29
7,9,0.27692,30
7,10,0.15556,31
8,10,0.11111,32
8,11,0.77124,33
9,11,0.81448,34
