1,4,0.75,1
1,5,0.30556,2
1,10,0.3125,3
1,11,0.75,4
1,12,0.75,5
1,15,0.75,6
1,18,0.6875,7
2,3,0.32143,8
2,4,0.19643,9
2,5,0.70635,10
2,6,0.67532,11
2,8,0.19643,12
2,9,0.92857,13
2,10,0.40179,14
2,17,0.66964,15
2,18,0.19643,16
3,4,0.625,17
3,6,0.55682,18
3,8,0.875,19
3,9,0.20833,20
3,10,0.375,21
3,13,0.85714,22
3,17,0.625,23
4,5,0.72222,24
4,6,0.51136,25
4,9,0.41667,26
4,10,0.375,27
4,11,0.5,28
4,12,0.625,29
4,15,0.625,30
4,18,0.5,31
5,6,0.58586,32
5,7,0.77778,33
5,9,0.66667,34
5,10,0.35417,35
5,11,0.83333,36
5,17,0.11806,37
5,18,0.9375,38
6,8,0.86364,39
6,10,0.95455,40
6,17,0.69318,41
6,18,0.49432,42
7,9,0.41667,43
7,11,0.875,44
7,14,1,45
8,10,0.8125,46
8,13,0.79464,47
8,17,0.8125,48
9,10,0.29167,49
9,17,0.8125,50
9,18,0.14583,51
10,17,0.3125,52
10,18,0.9375,53
11,14,0.70833,54
11,15,0.625,55
11,18,0.8125,56
12,15,1,57
12,16,1,58
13,17,0.92857,59
15,16,1,60
